Device_ID,Packet_Size (bytes),Latency (ms),Throughput (Mbps),Protocol_Type,Source_Port,Destination_Port,IP_Flag,Connection_Duration (ms),Packet_Count,Error_Rate,Fragmentation_Flag,Payload_Size (bytes),Session_Status,Attack_Type
Device_23,219,233.45,21.93,UDP,39058,963,RST,6933.96,514,0.0248,1,192,Pending,MITM
Device_15,345,215.86,85.82,TCP,11425,700,FIN,2089.59,757,0.0246,1,1102,Pending,MITM
Device_33,392,370.41,78.92,TCP,13952,677,FIN,9205.63,532,0.0235,0,206,Failed,SQLi
Device_16,1079,363.14,22.48,TCP,718,593,FIN,8491.12,426,0.0429,1,550,Pending,Spoofing
Device_28,235,245.78,36.38,TCP,4630,143,None,6721.45,867,0.047,1,12,Failed,Phishing
Device_16,1086,29.59,16.52,UDP,138,100,RST,7077.19,106,0.037,1,1364,Pending,Spoofing
Device_27,500,40.73,90.45,TCP,18885,627,SYN,2461.97,427,0.0365,0,13,Failed,SQLi
Device_34,217,374.79,31.89,TCP,597,966,RST,7162.81,15,0.0449,0,1414,Failed,Spoofing
Device_27,755,128.8,77.87,ICMP,3255,699,FIN,3716.93,868,0.0741,1,1108,Failed,DDoS
Device_10,1083,128.94,50.04,UDP,61720,124,None,9562.75,761,0.0605,0,1433,Pending,DDoS
Device_4,133,100.28,92.66,TCP,47547,649,None,5283.15,993,0.0393,1,417,Failed,SQLi
Device_43,212,127.83,17.11,UDP,24036,162,ACK,7623.74,436,0.0154,0,874,Pending,MITM
Device_27,496,407.51,21.28,TCP,29190,805,FIN,1424.7,226,0.056,1,840,Failed,U2R
Device_34,798,137.25,32.75,UDP,16601,1016,ACK,3830.53,222,0.0067,0,869,Established,Normal
Device_3,1478,453.31,29.69,UDP,823,393,FIN,6561.68,194,0.0725,1,1342,Pending,Spoofing
Device_46,494,232.7,98.95,TCP,59308,957,FIN,3673.13,814,0.0242,1,1014,Pending,MITM
Device_45,1257,406.13,97.87,TCP,45280,875,SYN,254.12,435,0.0531,1,393,Failed,DoS
Device_19,385,149.38,25.76,ICMP,50575,514,SYN,6502.02,56,0.0113,0,1119,Established,Normal
Device_14,313,219.48,8.77,UDP,38270,423,None,5205.19,691,0.0392,1,1170,Failed,U2R
Device_31,794,184.97,2.67,TCP,30710,891,RST,8644.41,276,0.0137,0,301,Established,Normal
Device_45,239,309.78,10.5,ICMP,54763,370,None,1054.79,543,0.0705,0,827,Failed,DoS
Device_47,194,436.15,16.57,UDP,611,881,FIN,9101.17,497,0.0241,0,866,Pending,Spoofing
Device_3,716,207.27,57.71,TCP,46147,538,SYN,726.89,219,0.0171,1,1158,Pending,MITM
Device_13,168,18.91,55.31,TCP,34684,925,RST,2664.85,594,0.0215,0,1427,Failed,SQLi
Device_24,1087,347.26,77.12,ICMP,572,685,FIN,4097.19,433,0.0464,0,14,Pending,Spoofing
Device_23,1374,419.35,60.26,TCP,64021,308,FIN,5808.51,37,0.0423,1,1393,Pending,R2L
Device_4,1464,251.4,23.68,TCP,4337,491,RST,1304.27,469,0.0432,0,24,Failed,DoS
Device_25,106,175.72,14.47,TCP,55967,390,None,3433.66,347,0.0187,1,742,Established,Normal
Device_39,429,366.05,54.48,UDP,2745,836,ACK,652.48,193,0.0722,0,844,Failed,U2R
Device_10,602,258.29,46.88,UDP,14305,729,None,641.73,88,0.0078,0,957,Established,Normal
Device_50,164,479.17,1.97,TCP,42243,646,SYN,8653.74,296,0.0152,1,469,Pending,Phishing
Device_5,921,56.67,71.5,TCP,20868,198,None,2166.37,35,0.0258,1,1400,Pending,R2L
Device_41,256,332.73,82.61,TCP,1676,190,FIN,160.82,11,0.0283,1,1104,Pending,R2L
Device_46,483,402.15,2.96,TCP,38894,141,SYN,4254.77,154,0.0959,1,1422,Established,Probe
Device_13,377,443.19,22.53,UDP,12356,176,ACK,9873.27,546,0.0567,1,1018,Failed,U2R
Device_47,1428,453.7,67.68,UDP,23378,981,RST,1998.96,607,0.067,0,307,Failed,DoS
Device_16,1347,492.8,48.66,TCP,25433,473,RST,1762.03,41,0.0481,0,875,Pending,R2L
Device_14,162,131.73,20.41,TCP,18619,242,FIN,6628.42,206,0.0301,0,1024,Pending,Phishing
Device_48,683,31.74,99.62,ICMP,49180,713,SYN,7412.19,834,0.0668,1,1219,Failed,DDoS
Device_9,1444,131.12,83.65,TCP,53074,95,ACK,5927.74,773,0.0789,1,1218,Failed,DDoS
Device_6,975,101.47,99.04,UDP,368,943,FIN,2598.92,297,0.0796,1,1062,Failed,Spoofing
Device_20,702,262.14,30.78,UDP,19826,835,RST,4842.62,634,0.0174,1,1324,Pending,MITM
Device_7,955,291.33,8.54,TCP,63395,414,FIN,5235.57,154,0.0354,0,410,Established,Probe
Device_23,530,277.11,86.91,ICMP,55772,240,FIN,8531.28,716,0.0697,0,1002,Failed,DoS
Device_16,1509,54.47,1.47,TCP,12393,56,RST,4010.05,193,0.0766,0,476,Established,Probe
Device_30,357,241.14,97.47,TCP,42213,622,FIN,5689.67,529,0.0614,1,294,Failed,U2R
Device_30,727,172.72,28.35,TCP,946,296,RST,2491.54,963,0.0418,1,167,Pending,Spoofing
Device_34,382,385.34,76.02,ICMP,47444,724,None,4257.22,639,0.0621,1,578,Failed,DoS
Device_3,353,126.37,0.32,UDP,40,153,RST,8224.64,159,0.0455,0,1089,Failed,Spoofing
Device_42,976,68.34,24.61,TCP,14688,117,None,132.3,40,0.0228,0,1482,Pending,R2L
Device_12,509,413.49,78.4,ICMP,33584,257,None,9434.39,656,0.0829,1,526,Pending,DDoS
Device_28,117,488.77,2.87,TCP,43411,638,SYN,4851.32,185,0.079,1,232,Established,Probe
Device_44,192,389.94,39.88,TCP,8921,334,RST,863.78,32,0.0459,0,685,Pending,R2L
Device_5,167,181.85,21.28,ICMP,39,602,RST,2377.31,56,0.0317,0,340,Failed,Spoofing
Device_17,1334,200.23,54.0,TCP,59701,552,FIN,7066.65,670,0.0934,0,845,Pending,DDoS
Device_24,1039,423.46,30.65,UDP,19353,807,ACK,3358.71,793,0.0655,0,1443,Failed,DoS
Device_49,1143,82.4,57.11,TCP,916,24,RST,7335.41,165,0.034,1,1258,Failed,Spoofing
Device_4,550,21.62,28.81,TCP,22477,503,None,1316.89,31,0.0267,1,482,Pending,R2L
Device_7,264,368.11,89.35,UDP,21115,995,RST,8268.76,748,0.0783,0,743,Failed,U2R
Device_39,392,368.01,14.67,UDP,43391,84,SYN,5522.16,594,0.0622,1,296,Failed,U2R
Device_23,994,97.23,31.46,TCP,30784,917,RST,3129.7,43,0.0238,1,1242,Pending,R2L
Device_30,1023,288.4,88.97,ICMP,8551,675,SYN,7385.67,681,0.059,0,443,Failed,DoS
Device_35,228,123.5,96.1,TCP,61125,991,SYN,3697.42,557,0.0476,1,1005,Pending,Phishing
Device_42,244,462.21,74.88,TCP,61164,524,ACK,9169.33,451,0.0462,1,1451,Pending,Phishing
Device_11,593,251.79,58.51,TCP,21026,6,SYN,8388.38,32,0.0446,1,1233,Pending,R2L
Device_19,866,152.02,91.46,TCP,803,346,RST,4388.31,693,0.044,0,1218,Failed,Spoofing
Device_48,182,52.64,63.55,TCP,56398,824,RST,3444.05,858,0.0466,1,1042,Failed,Phishing
Device_30,1397,68.78,82.72,UDP,616,820,FIN,4667.06,202,0.0525,1,2,Failed,Spoofing
Device_45,131,91.82,34.4,TCP,44022,946,ACK,1151.03,945,0.0465,1,1334,Pending,Phishing
Device_24,903,62.35,24.35,UDP,14749,269,SYN,9395.88,250,0.0173,0,844,Established,Normal
Device_20,1328,356.28,48.55,TCP,40890,461,ACK,8636.59,36,0.0215,0,572,Pending,R2L
Device_17,493,285.16,57.68,TCP,4765,679,ACK,1498.75,969,0.0337,0,268,Failed,SQLi
Device_46,640,470.29,24.53,TCP,30519,712,ACK,1281.42,453,0.0182,0,494,Established,Normal
Device_44,899,263.41,28.85,TCP,12195,618,SYN,118.17,973,0.0229,1,1311,Pending,MITM
Device_13,1115,320.62,10.11,ICMP,52075,829,RST,7815.09,485,0.0048,1,1038,Established,Normal
Device_4,1427,270.62,33.99,TCP,13466,260,ACK,7677.12,245,0.0048,0,910,Established,Normal
Device_34,1147,487.69,8.03,UDP,83,1015,FIN,9135.35,774,0.0339,0,1126,Pending,Spoofing
Device_50,119,441.26,90.79,TCP,54970,380,RST,4490.7,936,0.018,0,192,Failed,Phishing
Device_40,322,296.91,29.43,UDP,4065,482,RST,4262.15,827,0.0718,1,758,Failed,U2R
Device_4,181,219.04,39.93,TCP,29522,867,SYN,1801.08,652,0.0439,0,502,Pending,Phishing
Device_45,1122,428.56,95.63,ICMP,14168,145,None,7222.04,687,0.0686,0,244,Failed,DDoS
Device_41,196,193.68,33.85,TCP,20188,215,SYN,9473.61,619,0.0473,1,1146,Pending,Phishing
Device_43,869,230.53,11.27,ICMP,54179,950,ACK,4909.55,122,0.0135,0,1110,Established,Normal
Device_29,883,186.58,80.71,UDP,10735,795,ACK,8392.71,264,0.0264,1,778,Pending,MITM
Device_43,1137,237.76,92.61,ICMP,56367,607,None,7566.91,650,0.0832,1,214,Failed,DDoS
Device_33,406,330.11,74.75,TCP,37923,386,SYN,6918.64,926,0.0301,0,429,Failed,SQLi
Device_4,87,87.66,83.1,TCP,22607,699,SYN,3123.61,141,0.0467,0,453,Pending,Phishing
Device_28,1296,108.41,49.69,ICMP,30642,892,None,7479.7,537,0.0556,1,627,Failed,DoS
Device_13,134,77.02,38.54,TCP,58726,573,ACK,8464.01,460,0.0359,0,1205,Failed,SQLi
Device_11,266,427.31,99.9,UDP,18218,391,RST,7527.12,387,0.0714,1,881,Failed,U2R
Device_9,229,412.49,80.18,TCP,57186,606,RST,6415.88,329,0.0343,1,160,Pending,Phishing
Device_12,875,381.11,77.68,UDP,1081,507,RST,2897.72,570,0.0644,1,76,Failed,DDoS
Device_19,1447,196.21,12.53,UDP,3672,890,FIN,3906.77,48,0.0123,1,848,Established,Normal
Device_11,476,245.97,55.32,TCP,56647,855,ACK,9732.69,236,0.0252,0,1098,Failed,SQLi
Device_11,798,90.75,74.49,TCP,7696,723,FIN,916.22,596,0.0233,1,1463,Pending,MITM
Device_21,440,304.62,6.72,ICMP,42969,945,SYN,6836.28,255,0.0634,1,580,Failed,U2R
Device_28,579,166.29,3.06,ICMP,60895,397,FIN,7446.95,171,0.004,0,870,Established,Probe
Device_34,455,445.17,63.83,ICMP,44798,868,None,1477.29,686,0.0316,1,1023,Failed,U2R
Device_40,808,360.01,76.39,UDP,48296,848,RST,9434.55,959,0.0595,1,1079,Failed,DDoS
Device_7,995,168.66,1.58,ICMP,36117,993,SYN,6432.57,188,0.0274,1,495,Established,Probe
Device_22,679,455.61,11.46,ICMP,509,567,FIN,6900.65,44,0.0257,1,532,Pending,Spoofing
Device_42,452,371.5,27.09,UDP,49224,385,FIN,7167.68,631,0.0518,1,544,Failed,U2R
Device_3,452,188.44,3.16,UDP,5496,112,RST,5510.48,196,0.0757,1,849,Failed,U2R
Device_13,402,206.51,41.98,ICMP,753,57,RST,8093.63,505,0.0591,0,1203,Failed,Spoofing
Device_35,897,248.57,8.88,TCP,64819,924,SYN,9875.12,384,0.0319,1,1242,Pending,MITM
Device_23,132,313.51,19.53,TCP,60573,209,None,5023.26,666,0.0416,0,913,Pending,Phishing
Device_7,434,80.72,3.62,UDP,40677,273,SYN,3371.87,959,0.0793,0,720,Failed,U2R
Device_30,411,332.35,16.87,UDP,46769,324,ACK,3596.84,237,0.0786,1,1131,Failed,U2R
Device_25,379,288.56,4.31,TCP,62986,939,SYN,6413.1,91,0.0199,1,196,Pending,MITM
Device_18,239,64.25,75.1,TCP,41874,324,RST,1718.03,434,0.0344,0,973,Failed,SQLi
Device_40,1073,240.79,97.58,TCP,33454,902,SYN,6120.6,37,0.0438,0,230,Pending,R2L
Device_45,604,299.16,85.33,UDP,203,702,FIN,280.29,679,0.0485,0,1493,Failed,Spoofing
Device_24,463,209.86,52.71,TCP,61309,844,FIN,7927.76,15,0.0277,1,137,Pending,R2L
Device_3,994,264.76,50.02,TCP,48110,141,FIN,5316.65,816,0.013,1,596,Pending,MITM
Device_26,196,288.8,1.6,TCP,16194,956,None,4361.24,136,0.0216,1,690,Failed,SQLi
Device_21,118,113.55,54.77,TCP,23175,804,ACK,4453.49,21,0.0403,0,107,Pending,Phishing
Device_26,636,191.76,68.38,TCP,549,303,FIN,6389.35,798,0.0593,1,714,Failed,Spoofing
Device_8,336,218.65,76.01,ICMP,42611,872,RST,6076.06,414,0.0576,1,404,Failed,DoS
Device_36,290,422.33,38.85,TCP,54029,299,None,7408.34,527,0.0463,1,1103,Failed,U2R
Device_18,189,256.24,44.63,TCP,60687,855,RST,3319.72,967,0.0496,1,1462,Pending,Phishing
Device_24,843,188.88,39.7,UDP,41156,940,FIN,5669.21,635,0.01,0,904,Pending,MITM
Device_43,361,104.93,40.66,TCP,51161,536,None,7503.3,44,0.0283,0,489,Pending,R2L
Device_41,1299,247.85,96.73,ICMP,23717,766,SYN,4910.04,612,0.0514,0,1242,Failed,DDoS
Device_33,975,105.07,93.22,TCP,9888,421,ACK,5516.0,16,0.0401,1,1245,Pending,R2L
Device_40,440,137.96,0.23,ICMP,21771,417,None,987.29,99,0.0137,1,923,Established,Probe
Device_36,372,232.99,39.48,ICMP,45897,873,SYN,4846.23,541,0.0372,0,1032,Failed,U2R
Device_45,778,69.98,49.16,TCP,46826,152,SYN,4494.05,480,0.0396,0,916,Pending,MITM
Device_38,468,88.13,46.08,TCP,8625,350,ACK,7968.65,912,0.0743,1,523,Failed,U2R
Device_15,547,156.15,70.3,TCP,54247,455,SYN,9531.46,26,0.0512,0,381,Pending,R2L
Device_22,185,128.13,44.37,TCP,3125,406,RST,9213.34,528,0.039,0,958,Failed,Phishing
Device_29,698,210.41,58.18,ICMP,20324,718,SYN,6854.98,744,0.0789,1,1080,Failed,DoS
Device_23,702,292.91,39.31,TCP,58484,861,FIN,6563.88,433,0.0618,1,29,Failed,DoS
Device_28,128,148.09,11.99,TCP,60257,223,ACK,7854.53,794,0.0311,1,826,Failed,Phishing
Device_16,181,184.8,68.52,TCP,63633,895,FIN,5709.83,324,0.0175,1,1162,Failed,SQLi
Device_15,191,11.59,22.97,TCP,60705,968,SYN,734.33,444,0.0419,1,180,Pending,Phishing
Device_7,323,354.94,19.95,TCP,7566,716,None,7108.88,81,0.015,1,1145,Failed,SQLi
Device_46,240,167.18,4.7,TCP,14535,531,None,4178.06,954,0.0266,0,635,Pending,MITM
Device_45,135,417.38,90.52,UDP,40862,595,SYN,7438.09,636,0.041,1,1001,Failed,DoS
Device_6,1363,170.22,8.8,ICMP,13760,290,FIN,3355.35,69,0.0666,1,72,Established,Probe
Device_27,1072,278.38,16.53,TCP,15443,153,None,7333.09,18,0.0525,0,424,Pending,R2L
Device_13,186,390.11,99.69,TCP,34687,302,ACK,1204.02,412,0.0341,0,411,Failed,SQLi
Device_13,432,341.13,78.97,TCP,45895,548,FIN,3892.78,988,0.0417,1,36,Failed,U2R
Device_30,162,297.61,79.0,UDP,7496,509,ACK,1306.72,363,0.045,1,154,Pending,MITM
Device_37,831,306.69,37.33,TCP,54069,347,RST,5841.98,762,0.08,0,477,Failed,DoS
Device_50,417,354.96,76.02,TCP,20665,995,RST,587.14,769,0.0153,1,864,Failed,SQLi
Device_5,1458,100.9,21.98,UDP,62685,231,SYN,7898.6,386,0.016,0,284,Established,Normal
Device_36,1189,104.36,15.97,ICMP,35187,64,RST,1919.41,235,0.0177,0,149,Established,Normal
Device_45,309,208.43,50.69,TCP,60930,837,None,2856.19,766,0.0256,1,130,Pending,MITM
Device_11,481,213.32,35.41,TCP,21168,63,ACK,5275.27,102,0.077,1,868,Failed,U2R
Device_31,124,46.25,3.91,ICMP,12731,922,RST,4945.93,192,0.089,1,807,Established,Probe
Device_33,250,378.91,5.77,TCP,23229,727,ACK,3976.18,52,0.0155,1,1368,Failed,SQLi
Device_21,453,298.72,31.85,UDP,61738,700,ACK,9768.81,1,0.022,1,52,Pending,MITM
Device_45,916,228.49,78.34,TCP,34036,459,ACK,8812.8,763,0.0444,1,149,Failed,DoS
Device_26,453,205.24,34.18,UDP,57030,967,None,490.33,397,0.0668,0,760,Failed,U2R
Device_2,274,405.68,65.97,ICMP,16557,372,ACK,9250.91,524,0.0725,1,115,Failed,DDoS
Device_26,139,294.24,50.32,TCP,65501,416,FIN,2178.25,943,0.0393,0,426,Failed,Phishing
Device_32,930,281.01,34.01,TCP,49470,689,RST,2383.77,707,0.0349,0,154,Pending,MITM
Device_4,357,270.7,52.31,UDP,37001,793,ACK,6245.3,823,0.0407,1,472,Pending,MITM
Device_19,870,212.69,33.57,UDP,19148,759,RST,11.56,9,0.0092,1,1215,Established,Normal
Device_20,785,199.07,96.89,ICMP,8474,166,ACK,523.79,642,0.0778,0,1229,Failed,DoS
Device_46,155,401.7,2.57,TCP,7156,500,None,3102.09,411,0.0128,0,111,Failed,Phishing
Device_7,280,195.66,28.95,ICMP,61240,179,None,1243.7,617,0.0423,1,1181,Failed,DoS
Device_5,231,479.77,83.14,TCP,15144,558,SYN,1415.58,841,0.0259,0,59,Failed,SQLi
Device_15,353,39.74,94.44,ICMP,978,817,FIN,1663.53,912,0.0399,1,1432,Failed,Spoofing
Device_36,1489,137.05,34.15,TCP,29565,83,RST,8417.11,12,0.0336,0,555,Pending,R2L
Device_37,472,324.66,51.34,TCP,18492,733,RST,777.92,854,0.0387,0,610,Failed,SQLi
Device_27,204,269.82,47.6,TCP,28861,288,FIN,3591.49,956,0.0247,0,1018,Failed,SQLi
Device_14,318,226.51,40.68,ICMP,18816,49,RST,7528.41,252,0.0649,0,320,Failed,U2R
Device_24,545,201.89,0.48,TCP,64132,461,None,5795.03,100,0.0828,0,1184,Established,Probe
Device_48,1448,225.14,1.72,ICMP,10240,614,RST,2631.32,155,0.078,0,98,Established,Probe
Device_7,1291,265.99,42.72,TCP,45053,409,None,9288.85,447,0.0624,0,177,Failed,DoS
Device_19,327,138.64,71.74,TCP,39334,336,SYN,7919.06,135,0.0252,0,972,Pending,MITM
Device_34,83,417.41,84.8,UDP,29914,964,RST,1444.96,598,0.0753,0,831,Pending,DDoS
Device_13,330,218.05,75.87,TCP,39561,443,SYN,3010.92,233,0.0618,1,157,Failed,U2R
Device_31,1489,60.99,32.71,ICMP,7516,13,ACK,9497.31,192,0.0075,1,1089,Established,Normal
Device_10,1051,163.57,69.37,TCP,963,754,FIN,7262.0,934,0.0679,1,464,Pending,Spoofing
Device_49,736,151.42,1.34,TCP,61021,740,None,9457.27,147,0.0135,1,1415,Established,Normal
Device_29,1326,467.32,72.62,TCP,44724,841,ACK,4277.56,10,0.0353,0,441,Pending,R2L
Device_27,233,253.48,2.72,TCP,59822,598,FIN,6905.06,338,0.0118,0,1092,Failed,SQLi
Device_38,1076,228.58,1.22,TCP,18333,393,RST,7616.55,63,0.0195,1,577,Established,Probe
Device_37,112,403.3,50.38,UDP,13508,265,RST,1566.45,407,0.0757,0,85,Failed,DoS
Device_49,840,212.51,99.58,TCP,27299,8,ACK,2194.59,991,0.0596,0,1051,Failed,DDoS
Device_3,267,437.39,90.86,UDP,59788,145,None,955.16,689,0.0474,0,589,Failed,U2R
Device_13,235,389.81,79.86,TCP,36507,476,RST,1370.48,194,0.0258,0,669,Failed,SQLi
Device_17,626,180.44,97.72,TCP,54555,493,None,182.21,573,0.0981,1,322,Failed,DDoS
Device_45,279,76.98,15.42,TCP,44807,881,None,77.09,334,0.0281,0,1039,Failed,SQLi
Device_28,757,172.42,19.58,UDP,4020,298,RST,1641.24,161,0.002,0,1279,Established,Normal
Device_5,543,293.76,30.47,TCP,45967,347,SYN,386.44,377,0.0453,1,660,Pending,MITM
Device_45,1375,349.78,1.49,ICMP,56983,215,ACK,7626.69,187,0.0364,0,1394,Established,Probe
Device_23,1185,266.74,85.11,TCP,22052,311,SYN,2925.72,31,0.0313,1,889,Pending,R2L
Device_48,1440,335.66,60.29,TCP,43670,641,RST,9682.25,810,0.0893,1,1091,Failed,DDoS
Device_20,1090,126.17,0.68,ICMP,48133,769,SYN,4910.94,65,0.0901,1,960,Established,Probe
Device_7,1383,153.65,15.54,ICMP,65100,963,RST,6290.49,3,0.005,0,143,Established,Normal
Device_27,720,247.31,41.9,UDP,63778,200,FIN,5353.02,151,0.0128,0,54,Established,Normal
Device_42,276,110.81,9.28,ICMP,33412,624,SYN,6178.64,143,0.0085,0,603,Established,Normal
Device_48,491,58.51,68.77,TCP,5914,825,RST,7455.01,631,0.0387,0,851,Failed,U2R
Device_38,1323,147.65,22.21,ICMP,3439,749,SYN,3806.76,199,0.0007,0,1031,Established,Normal
Device_43,1416,8.61,90.02,TCP,56467,59,ACK,7807.03,8,0.0521,1,143,Pending,R2L
Device_44,291,5.13,4.04,TCP,58924,317,None,6323.34,11,0.0312,1,1303,Pending,R2L
Device_1,105,499.56,17.38,TCP,60837,745,ACK,5132.36,237,0.0211,0,759,Pending,Phishing
Device_42,1102,133.04,3.47,TCP,25972,333,RST,9319.99,156,0.0115,1,814,Established,Probe
Device_29,773,124.92,0.77,ICMP,13950,914,RST,4029.08,97,0.0102,1,915,Established,Normal
Device_31,1141,131.28,70.44,TCP,21685,909,SYN,1055.49,794,0.0532,0,427,Failed,DoS
Device_24,246,251.0,68.82,TCP,6581,363,ACK,5690.24,298,0.0409,1,901,Pending,Phishing
Device_6,1190,120.26,21.3,TCP,555,23,FIN,4042.66,45,0.0752,0,628,Failed,Spoofing
Device_20,1475,22.78,93.58,TCP,39632,128,SYN,7016.87,569,0.0735,0,550,Failed,DDoS
Device_6,271,405.39,59.75,ICMP,40327,636,None,7028.17,307,0.0668,0,1393,Failed,U2R
Device_36,88,342.18,1.44,ICMP,2176,417,ACK,2311.6,30,0.0047,0,427,Established,Probe
Device_45,674,183.45,76.1,UDP,60759,370,RST,643.89,381,0.0396,1,1497,Pending,MITM
Device_30,230,231.92,58.11,UDP,31603,114,None,296.77,713,0.0875,1,100,Failed,DDoS
Device_49,115,3.69,81.21,TCP,42973,530,ACK,2211.85,561,0.0847,0,65,Failed,DDoS
Device_24,781,422.5,7.09,ICMP,7330,691,FIN,8541.17,555,0.0606,0,997,Failed,DoS
Device_16,174,226.81,21.93,TCP,54809,83,None,2356.76,22,0.0443,0,462,Pending,Phishing
Device_35,511,54.74,20.36,ICMP,43350,105,RST,6706.51,292,0.0135,1,872,Established,Normal
Device_2,470,143.25,65.28,UDP,12191,820,RST,869.99,426,0.0493,0,191,Failed,DoS
Device_12,251,356.4,48.49,TCP,25863,779,FIN,2769.18,498,0.0208,1,54,Failed,SQLi
Device_33,434,367.67,88.19,TCP,31795,750,RST,5470.29,679,0.0132,0,1325,Failed,SQLi
Device_6,1452,222.79,33.09,ICMP,709,221,FIN,7501.64,604,0.0776,1,1209,Failed,Spoofing
Device_44,789,247.3,10.3,UDP,48326,198,FIN,1850.07,639,0.0326,1,264,Pending,MITM
Device_50,64,166.87,1.8,TCP,46796,706,ACK,3029.99,719,0.0325,1,1316,Failed,Phishing
Device_3,82,218.87,66.78,TCP,12560,299,SYN,2301.28,907,0.0458,0,793,Pending,Phishing
Device_36,110,450.3,52.85,TCP,31093,357,ACK,666.35,647,0.0114,1,709,Failed,Phishing
Device_12,442,171.95,6.74,TCP,23624,399,RST,3559.98,67,0.0336,0,874,Established,Probe
Device_41,234,82.56,11.02,UDP,52718,369,ACK,1573.41,811,0.0491,1,311,Pending,MITM
Device_38,400,59.95,10.38,TCP,507,620,RST,9618.81,104,0.0758,1,1051,Failed,Spoofing
Device_49,216,226.13,94.57,UDP,12389,472,None,9327.48,639,0.0902,0,882,Pending,DDoS
Device_27,144,321.01,65.15,ICMP,156,393,FIN,8528.71,185,0.0786,1,1172,Failed,Spoofing
Device_5,218,403.57,71.44,TCP,3436,197,FIN,716.81,366,0.0119,0,1475,Pending,Phishing
Device_46,874,231.77,17.86,TCP,52782,945,ACK,1883.79,334,0.037,1,625,Pending,MITM
Device_18,338,28.68,56.17,ICMP,39164,370,RST,415.51,783,0.0368,0,845,Failed,U2R
Device_5,346,160.58,8.29,TCP,15951,545,SYN,3810.22,236,0.0393,0,1118,Failed,SQLi
Device_47,947,242.54,53.85,TCP,59568,183,RST,9022.7,99,0.0383,1,647,Pending,MITM
Device_29,78,417.43,66.53,TCP,45850,460,SYN,9414.5,971,0.0118,1,384,Failed,Phishing
Device_36,154,68.12,67.07,TCP,10564,464,RST,2018.8,376,0.0365,1,556,Pending,Phishing
Device_14,277,204.49,45.79,TCP,34083,384,RST,2503.92,274,0.0171,0,604,Failed,SQLi
Device_1,470,128.72,16.32,UDP,22547,526,SYN,6879.62,284,0.0182,1,713,Established,Normal
Device_15,1247,451.75,61.32,ICMP,22650,938,FIN,7502.22,900,0.0639,0,1268,Pending,DDoS
Device_43,1008,479.26,58.73,TCP,11875,791,None,6504.86,721,0.0677,1,501,Pending,DDoS
Device_23,671,404.8,60.82,UDP,616,1022,FIN,9474.24,410,0.0473,1,479,Failed,Spoofing
Device_45,784,480.51,27.1,UDP,18471,93,None,2841.06,444,0.0189,0,1211,Established,Normal
Device_4,541,265.01,33.59,TCP,10806,695,FIN,5409.83,36,0.0265,0,981,Pending,R2L
Device_11,1013,108.02,59.71,TCP,23016,136,FIN,4561.66,685,0.042,0,1167,Pending,MITM
Device_46,378,393.86,1.3,UDP,47525,203,None,6224.3,860,0.0431,1,449,Failed,U2R
Device_40,503,106.98,69.09,ICMP,62472,74,ACK,2257.51,457,0.0355,0,1487,Failed,U2R
Device_44,219,396.92,88.58,TCP,4666,660,RST,1974.5,90,0.0159,1,1015,Failed,SQLi
Device_2,725,492.04,53.42,UDP,31251,376,ACK,6696.98,601,0.0906,0,628,Failed,DDoS
Device_12,727,150.79,69.94,TCP,25423,305,SYN,9237.89,50,0.0362,1,477,Pending,MITM
Device_22,1173,3.88,97.93,UDP,50315,704,None,8092.01,654,0.0846,0,1436,Pending,DDoS
Device_23,128,15.31,21.52,TCP,33509,908,SYN,7453.76,560,0.0459,1,1492,Failed,Phishing
Device_19,1026,234.02,84.0,ICMP,10642,397,RST,9204.44,761,0.0505,1,8,Failed,DoS
Device_15,465,97.82,43.76,TCP,52057,612,RST,4329.37,564,0.0597,0,691,Failed,U2R
Device_29,629,218.25,5.58,TCP,26845,842,SYN,272.54,774,0.0721,0,426,Failed,DoS
Device_16,637,310.09,56.1,TCP,26497,258,SYN,3297.1,975,0.0753,0,646,Failed,DDoS
Device_31,961,286.91,23.64,ICMP,32335,129,SYN,2159.28,351,0.0176,1,605,Established,Normal
Device_45,925,202.72,5.93,ICMP,5786,44,FIN,9604.28,58,0.0028,0,800,Established,Probe
Device_40,261,185.35,82.23,ICMP,33455,743,None,2231.52,542,0.0394,1,228,Failed,U2R
Device_41,696,12.53,78.86,ICMP,37330,802,ACK,5289.49,750,0.0532,0,496,Failed,DDoS
Device_10,445,173.96,8.85,ICMP,29204,559,FIN,3527.33,554,0.0544,0,1066,Failed,U2R
Device_27,1129,108.23,20.35,UDP,47177,261,None,4307.71,214,0.0132,1,309,Established,Normal
Device_35,104,294.58,11.71,UDP,27672,289,ACK,5523.63,529,0.058,0,1239,Failed,DoS
Device_7,1099,342.57,95.84,UDP,3648,365,ACK,2984.39,809,0.0519,0,358,Pending,DDoS
Device_36,507,422.2,7.53,TCP,20359,380,SYN,9101.29,99,0.0704,1,446,Established,Probe
Device_48,159,117.53,22.42,TCP,43718,991,FIN,8756.48,884,0.021,0,916,Failed,Phishing
Device_41,1100,485.01,88.19,UDP,180,388,RST,7148.62,81,0.032,0,904,Pending,Spoofing
Device_3,765,329.88,8.33,TCP,12718,117,RST,7512.0,198,0.0447,1,723,Established,Probe
